# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
AT3G57930	AT3G57930	AT3G57930.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT3G57940	AT3G57940	AT3G57940.1	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
AT3G57940	AT3G57940	AT3G57940.2	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
AT3G57950	AT3G57950	AT3G57950.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT3G57958	AT3G57958	AT3G57958.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT3G57960	AT3G57960	AT3G57960.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT3G57965	AT3G57965	AT3G57965.1	lincRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT3G57970	AT3G57970	AT3G57970.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT3G57980	AT3G57980	AT3G57980.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT3G58590	AT3G58590	AT3G58590.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT3G58600	AT3G58600	AT3G58600.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
AT3G58610	AT3G58610	AT3G58610.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT3G58610	AT3G58610	AT3G58610.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT3G58610	AT3G58610	AT3G58610.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT3G59110	AT3G59110	AT3G59110.1	protein_coding	0	0	0	11	0	0	0	11	0	0	0	0	0	0	0	0	0
AT3G59120	AT3G59120	AT3G59120.1	protein_coding	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	11
AT3G59130	AT3G59130	AT3G59130.1	protein_coding	0	2	9	0	0	0	0	0	0	9	0	0	0	0	0	2	0
AT3G59150	AT3G59150	AT3G59150.1	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
AT3G59160	AT3G59160	AT3G59160.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT3G59170	AT3G59170	AT3G59170.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT3G59370	AT3G59370	AT3G59370.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
AT3G59415	AT3G59415	AT3G59415.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT3G59490	AT3G59490	AT3G59490.1	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	5
AT3G59490	AT3G59490	AT3G59490.2	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	5
AT3G59500	AT3G59500	AT3G59500.1	protein_coding	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0	0
AT3G59510	AT3G59510	AT3G59510.1	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	5
AT3G59630	AT3G59630	AT3G59630.1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
AT3G59640	AT3G59640	AT3G59640.1	protein_coding	0	0	0	3	2	0	0	1	0	0	0	0	0	0	0	0	0
AT3G59640	AT3G59640	AT3G59640.2	protein_coding	0	0	0	3	2	0	0	1	0	0	0	0	0	0	0	0	0
AT3G59650	AT3G59650	AT3G59650.1	protein_coding	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	3
AT3G59650	AT3G59650	AT3G59650.2	protein_coding	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	3
AT3G59660	AT3G59660	AT3G59660.1	protein_coding	0	0	0	4	0	0	0	3	1	0	0	0	0	0	0	0	0
AT3G59670	AT3G59670	AT3G59670.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT3G59860	AT3G59860	AT3G59860.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT3G59870	AT3G59870	AT3G59870.1	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
AT3G59880	AT3G59880	AT3G59880.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT3G59923	AT3G59923	AT3G59923.1	protein_coding	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	3
AT3G59926	AT3G59926	AT3G59926.1	protein_coding	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	0	1
AT3G59930	AT3G59930	AT3G59930.1	protein_coding	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	0	1
AT3G60238	AT3G60238	AT3G60238.1	lincRNA	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
AT3G60260	AT3G60260	AT3G60260.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT3G60260	AT3G60260	AT3G60260.2	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT3G60260	AT3G60260	AT3G60260.3	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT3G60260	AT3G60260	AT3G60260.4	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT3G60270	AT3G60270	AT3G60270.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT3G60286	AT3G60286	AT3G60286.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT3G60290	AT3G60290	AT3G60290.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT3G60340	AT3G60340	AT3G60340.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT3G60340	AT3G60340	AT3G60340.2	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT3G60400	AT3G60400	AT3G60400.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT3G60470	AT3G60470	AT3G60470.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
AT3G60480	AT3G60480	AT3G60480.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
AT3G60560	AT3G60560	AT3G60560.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT3G60565	AT3G60565	AT3G60565.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT3G60647	AT3G60647	AT3G60647.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT3G60650	AT3G60650	AT3G60650.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT3G60660	AT3G60660	AT3G60660.1	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
AT3G60670	AT3G60670	AT3G60670.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT3G61170	AT3G61170	AT3G61170.1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
AT3G61180	AT3G61180	AT3G61180.1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
AT3G61260	AT3G61260	AT3G61260.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT3G61270	AT3G61270	AT3G61270.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT3G61360	AT3G61360	AT3G61360.1	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4
AT3G61370	AT3G61370	AT3G61370.1	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0
AT3G61380	AT3G61380	AT3G61380.1	protein_coding	0	2	2	0	0	0	0	0	0	2	0	0	0	0	0	2	0
AT3G61490	AT3G61490	AT3G61490.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT3G61490	AT3G61490	AT3G61490.2	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT3G61490	AT3G61490	AT3G61490.3	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT3G61500	AT3G61500	AT3G61500.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT3G61500	AT3G61500	AT3G61500.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT3G61520	AT3G61520	AT3G61520.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT3G61540	AT3G61540	AT3G61540.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT3G61545	AT3G61545	AT3G61545.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT3G61980	AT3G61980	AT3G61980.1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
AT3G62000	AT3G62000	AT3G62000.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT3G62000	AT3G62000	AT3G62000.2	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT3G62040	AT3G62040	AT3G62040.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT3G62050	AT3G62050	AT3G62050.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT3G62070	AT3G62070	AT3G62070.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT3G62460	AT3G62460	AT3G62460.1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
AT3G62470	AT3G62470	AT3G62470.1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
AT3G62475	AT3G62475	AT3G62475.1		0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0
AT3G62480	AT3G62480	AT3G62480.1		0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0
AT3G62490	AT3G62490	AT3G62490.1		0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0
AT3G62710	AT3G62710	AT3G62710.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT3G63230	AT3G63230	AT3G63230.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT3G63230	AT3G63230	AT3G63230.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT3G63233	AT3G63233	AT3G63233.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT3G63240	AT3G63240	AT3G63240.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT3G63270	AT3G63270	AT3G63270.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT3G63390	AT3G63390	AT3G63390.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT4G00160	AT4G00160	AT4G00160.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT4G00250	AT4G00250	AT4G00250.1	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
AT4G00270	AT4G00270	AT4G00270.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT4G00315	AT4G00315	AT4G00315.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT4G00320	AT4G00320	AT4G00320.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT4G00440	AT4G00440	AT4G00440.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AT4G00440	AT4G00440	AT4G00440.2	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AT4G00440	AT4G00440	AT4G00440.3	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AT4G00695	AT4G00695	AT4G00695.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT4G00695	AT4G00695	AT4G00695.2	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT4G00695	AT4G00695	AT4G00695.3	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT4G00700	AT4G00700	AT4G00700.1	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
AT4G00890	AT4G00890	AT4G00890.1	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4
AT4G00891	AT4G00891	AT4G00891.1	pseudogene	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0
AT4G00893	AT4G00893	AT4G00893.1	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0
AT4G00895	AT4G00895	AT4G00895.1	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4
AT4G01160	AT4G01160	AT4G01160.1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
AT4G01170	AT4G01170	AT4G01170.1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
AT4G01180	AT4G01180	AT4G01180.1	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0
AT4G01245	AT4G01245	AT4G01245.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
AT4G01260	AT4G01260	AT4G01260.1	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
AT4G01265	AT4G01265	AT4G01265.1	pseudogene	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
AT4G01270	AT4G01270	AT4G01270.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
AT4G01350	AT4G01350	AT4G01350.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
AT4G01355	AT4G01355	AT4G01355.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
AT4G01360	AT4G01360	AT4G01360.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
AT4G01380	AT4G01380	AT4G01380.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
AT4G01490	AT4G01490	AT4G01490.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT4G01505	AT4G01505	AT4G01505.1	pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT4G01530	AT4G01530	AT4G01530.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT4G01533	AT4G01533	AT4G01533.1	lincRNA	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	4
AT4G01535	AT4G01535	AT4G01535.1	protein_coding	0	0	0	5	0	0	0	4	0	0	0	0	0	0	0	0	1
AT4G01570	AT4G01570	AT4G01570.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT4G01640	AT4G01640	AT4G01640.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT4G01650	AT4G01650	AT4G01650.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT4G01650	AT4G01650	AT4G01650.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT4G01670	AT4G01670	AT4G01670.1	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
AT4G01671	AT4G01671	AT4G01671.1	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
AT4G01780	AT4G01780	AT4G01780.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
AT4G01790	AT4G01790	AT4G01790.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
AT4G01810	AT4G01810	AT4G01810.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
AT4G01860	AT4G01860	AT4G01860.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT4G01860	AT4G01860	AT4G01860.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT4G01865	AT4G01865	AT4G01865.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT4G01870	AT4G01870	AT4G01870.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AT4G01880	AT4G01880	AT4G01880.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT4G01883	AT4G01883	AT4G01883.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT4G02030	AT4G02030	AT4G02030.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
AT4G02030	AT4G02030	AT4G02030.2	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
AT4G02040	AT4G02040	AT4G02040.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
AT4G02055	AT4G02055	AT4G02055.1	protein_coding	0	0	0	5	0	0	0	3	0	0	0	0	0	0	0	0	2
AT4G02100	AT4G02100	AT4G02100.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT4G02110	AT4G02110	AT4G02110.1	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0
AT4G02120	AT4G02120	AT4G02120.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
AT4G02360	AT4G02360	AT4G02360.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT4G02370	AT4G02370	AT4G02370.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT4G02660	AT4G02660	AT4G02660.1	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
AT4G02800	AT4G02800	AT4G02800.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT4G02840	AT4G02840	AT4G02840.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT4G02840	AT4G02840	AT4G02840.2	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT4G02850	AT4G02850	AT4G02850.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT4G02860	AT4G02860	AT4G02860.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
AT4G02871	AT4G02871	AT4G02871.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT4G02880	AT4G02880	AT4G02880.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT4G02880	AT4G02880	AT4G02880.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT4G02900	AT4G02900	AT4G02900.1	protein_coding	0	0	0	8	0	0	0	8	0	0	0	0	0	0	0	0	0
AT4G02910	AT4G02910	AT4G02910.1	protein_coding	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	8
AT4G02920	AT4G02920	AT4G02920.1	protein_coding	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	8
AT4G02920	AT4G02920	AT4G02920.2	protein_coding	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	8
AT4G02940	AT4G02940	AT4G02940.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT4G02950	AT4G02950	AT4G02950.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT4G02990	AT4G02990	AT4G02990.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
AT4G03010	AT4G03010	AT4G03010.1	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	2
AT4G03020	AT4G03020	AT4G03020.1	protein_coding	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	2
AT4G03020	AT4G03020	AT4G03020.2	protein_coding	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	2
AT4G03038	AT4G03038	AT4G03038.1	lincRNA	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
AT4G03040	AT4G03040	AT4G03040.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT4G03090	AT4G03090	AT4G03090.1	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0
AT4G03090	AT4G03090	AT4G03090.2	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0
AT4G03115	AT4G03115	AT4G03115.1	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4
AT4G03120	AT4G03120	AT4G03120.1	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0
AT4G03130	AT4G03130	AT4G03130.1	protein_coding	0	0	1	3	0	0	0	0	3	1	0	0	0	0	0	0	0
AT4G03135	AT4G03135	AT4G03135.1	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4
AT4G03140	AT4G03140	AT4G03140.1	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4
AT4G03220	AT4G03220	AT4G03220.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT4G03230	AT4G03230	AT4G03230.1	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
AT4G03250	AT4G03250	AT4G03250.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT4G03285	AT4G03285	AT4G03285.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT4G03292	AT4G03292	AT4G03292.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT4G03295	AT4G03295	AT4G03295.1	snoRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT4G03298	AT4G03298	AT4G03298.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT4G03300	AT4G03300	AT4G03300.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT4G03310	AT4G03310	AT4G03310.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT4G03340	AT4G03340	AT4G03340.1	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
AT4G03350	AT4G03350	AT4G03350.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT4G03360	AT4G03360	AT4G03360.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT4G03364	AT4G03364	AT4G03364.1	pseudogene	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT4G03370	AT4G03370	AT4G03370.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT4G03460	AT4G03460	AT4G03460.1	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	6
AT4G03470	AT4G03470	AT4G03470.1	protein_coding	0	2	4	0	0	0	0	0	0	4	0	0	0	0	0	2	0
AT4G03480	AT4G03480	AT4G03480.1	protein_coding	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0	0	0
AT4G03500	AT4G03500	AT4G03500.1	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0
AT4G03505	AT4G03505	AT4G03505.1	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4
AT4G03530	AT4G03530	AT4G03530.1		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
AT4G03565	AT4G03565	AT4G03565.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT4G03566	AT4G03566	AT4G03566.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT4G03570	AT4G03570	AT4G03570.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT4G03695	AT4G03695	AT4G03695.1	pseudogene	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
AT4G03700	AT4G03700	AT4G03700.1		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
AT4G03710	AT4G03710	AT4G03710.1		0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	2
AT4G03720	AT4G03720	AT4G03720.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT4G03723	AT4G03723	AT4G03723.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT4G03726	AT4G03726	AT4G03726.1		0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	1
AT4G03728	AT4G03728	AT4G03728.1	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
AT4G03730	AT4G03730	AT4G03730.1		0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
AT4G03732	AT4G03732	AT4G03732.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT4G03740	AT4G03740	AT4G03740.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT4G03745	AT4G03745	AT4G03745.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT4G03750	AT4G03750	AT4G03750.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT4G03760	AT4G03760	AT4G03760.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT4G03770	AT4G03770	AT4G03770.2		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
AT4G03775	AT4G03775	AT4G03775.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT4G03790	AT4G03790	AT4G03790.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT4G03795	AT4G03795	AT4G03795.1		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
AT4G03826	AT4G03826	AT4G03826.1		0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
AT4G03830	AT4G03830	AT4G03830.1	protein_coding	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0
AT4G03835	AT4G03835	AT4G03835.1		0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
AT4G03837	AT4G03837	AT4G03837.1		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
AT4G03860	AT4G03860	AT4G03860.1		0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
